name,Service,address,Phone,Website,Category,zip_code,latitude,longitude,access,public_access_hours_open,public_access_hours_close,public_access_days,preference_code
Lower Great Highway Judah Restrooms,,,,,restroom,94132,37.76024526,-122.5095665,publicly_accessible,8:00:00,20:00:00,Daily,"2,5,6"
Ocean View Branch Library,,345 Randolph St,,,drinking_water,94132,37.71413777,-122.4659708,limited_access,,,Daily,"2,3,5"
Camp Mather - Campsite 2 spigot,,32560 Mather Road,,,drinking_water,95321,37.87999489,-119.8545431,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,6"
Richmond Playground - Drinking Fountain/Cooler,,149 18th Ave,,,drinking_water,94121,37.78521187,-122.4779005,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,5,6"
Drinking Fountain,,,,,drinking_water,,37.71360481,-122.432966,limited_access,8:00:00,20:00:00,Daily,"1,3,6"
Pier 14,,Embarcadero and Broadway,,,drinking_water,94105,37.793789,-122.392106,publicly_accessible,,,Daily,"2,6"
Franklin Square - Drinking Fountain/Cooler,,2500 17th St,,,drinking_water,94110,37.76480722,-122.4091043,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,5"
North Beach Branch Library,,850 Columbus Ave,,,drinking_water,94133,37.80253082,-122.4131349,limited_access,,,Daily,"1,2,3"
Outer Sunset Pit Stop - Judah and La Playa streets (Rec Park),,Judah and La Playa streets (Rec Park),,,restroom,,37.7603081,-122.5091618,publicly_accessible,,,,"4,5"
Telegraph Hill - Pioneer Park - Drinking Fountain/Cooler,,1 Telegraph Hill Blvd,,,drinking_water,94133,37.80227028,-122.4059445,publicly_accessible,8:00:00,20:00:00,Daily,6
Potrero Branch Library,,1616 20th St,,,drinking_water,94107,37.76013594,-122.3976641,limited_access,,,Daily,"1,2,5"
Rossi Pool,,600 Arguello Blvd,,,restroom,94118,37.77906456,-122.4583751,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,5,6"
Drinking Fountain,,,,,drinking_water,,37.74789871,-122.4975244,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Lindley/Spdwy Drinking fountain,,,,,drinking_water,,37.76936533,-122.4931342,publicly_accessible,8:00:00,20:00:00,Daily,"3,5,6"
Lafayette Park - Drinking Fountain/Cooler,,2101 Washington St,,,drinking_water,94109,37.79159628,-122.428178,publicly_accessible,8:00:00,20:00:00,Daily,"1,2"
Cow Hollow Clubhouse,,1 Miley St,,,restroom,94123,37.79738737,-122.4446742,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,6"
Model Yacht Clubhouse,,501 Stanyan St,,,restroom,94122,37.77020105,-122.4955921,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5"
Grattan Playground - Drinking Fountain/Cooler,,1180 Stanyan St,,,drinking_water,94117,37.76262003,-122.4517025,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Pier 41,,Fishermans's Wharf,,,restroom,94133,37.810489,-122.410821,publicly_accessible,7:00:00,22:00:00,Daily,"2,6"
Mother's Meadow Restroom - Male Restroom,,,,,restroom,94122,37.7663847,-122.4766971,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5,6"
Portola Library,,380 Bacon St,,,drinking_water,94112,37.72711421,-122.4063617,limited_access,,,Daily,"1,2,4,5,6"
Restrooms,,501 Stanyan St,,,restroom,94117,37.77236703,-122.447663,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Balboa Park - Drinking Fountain/Cooler,,51 Havelock St,,,drinking_water,94112,37.72582319,-122.443341,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
Gene Friend Rec Center,,270 6th St,,,restroom,94103,37.77878685,-122.4063392,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5,6"
Tennis Center Bottle filling station,,,,,drinking_water,,37.7702203,-122.4593714,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5,6"
Junipero Serra Clubhouse,,300 Stonecrest Dr,,,restroom,94132,37.72509664,-122.4740986,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5"
Earl's Organic,,2102 Jerrold Ave,,,drinking_water,94124,37.744233,-122.398524,publicly_accessible,,,Daily,"1,2,4,5"
Rose Garden Bathroom,,501 Stanyan St,,,restroom,94118,37.77152257,-122.472021,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5"
Exposition Space,,3601 Lyon St,,,restroom,94123,37.80215892,-122.4487933,publicly_accessible,8:00:00,20:00:00,Daily,6
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,,650 Capitol Ave,,,drinking_water,94112,37.71509082,-122.4589073,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,6"
Midtown Terrace Playground - Drinking Fountain/Cooler,,210 Olympia Way,,,drinking_water,94131,37.75167234,-122.4558338,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Tenderloin Pit Stop - 388 Ellis St.,,388 Ellis St.,,,restroom,,37.7850978,-122.4125547,publicly_accessible,,,,"1,3,5,6"
Mission Pit Stop - SFGH Building 80/90 COVID 19 Pit Stop,,SFGH Building 80/90 COVID 19 Pit Stop,,,restroom,,37.7571167,-122.4056906,publicly_accessible,,,,"1,2,4,5"
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,,650 Capitol Ave,,,drinking_water,94112,37.71604522,-122.4573273,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,6"
South Restrooms,,501 Stanyan St,,,restroom,94122,37.76680515,-122.4683585,publicly_accessible,8:00:00,20:00:00,Daily,4
J.P. Murphy Playground - Drinking Fountain/Cooler,,1960 9th Ave,,,drinking_water,94116,37.75209424,-122.4650576,publicly_accessible,8:00:00,20:00:00,Daily,"1,2"
Mission Bay Library,,960 04th St,,,drinking_water,94158,37.77536973,-122.3930974,limited_access,,,Daily,"2,3,4,6"
Crocker Amazon Playground - Drinking Fountain/Cooler,,799 Moscow St,,,drinking_water,94134,37.71272269,-122.4273192,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
TNDC: Candlestick Block A,,1001 Ingerson Ave,,,drinking_water,94124,37.719071,-122.393147,publicly_accessible,,,Daily,"2,3,5"
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,,501 Stanyan St,,,drinking_water,94121,37.76792764,-122.5018476,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,6"
Miraloma Playground - Drinking Fountain/Cooler,,25 Omar Way,,,drinking_water,94127,37.73910459,-122.4494935,publicly_accessible,8:00:00,20:00:00,Daily,2
Mission Branch Library,,300 Bartlett St,,,drinking_water,94110,37.75196897,-122.4198265,limited_access,,,Daily,"1,4,6"
Camp Mather - Drinking fountain,,32560 Mather Road,,,drinking_water,95321,37.88434609,-119.8553823,publicly_accessible,8:00:00,20:00:00,Daily,"1,4,5,6"
Drinking Fountain,,,,,drinking_water,,37.71770235,-122.4703682,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
McLaren Park Oxford St Restroom,,,,,restroom,94134,37.72295232,-122.4185616,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
Pier 40,,2 Beach st,,,restroom,94133,37.811076,-122.410559,publicly_accessible,7:00:00,22:00:00,Daily,"1,2,3,6"
Camp Mather - Spigot,,32560 Mather Road,,,drinking_water,95321,37.88075303,-119.8545337,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,6"
Holly Park - Drinking Fountain/Cooler,,625  Holly Park Cir,,,drinking_water,94110,37.73711526,-122.4205608,publicly_accessible,8:00:00,20:00:00,Daily,"1,4,5"
Mens Bathroom,,,,,restroom,94118,37.77044559,-122.4694463,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5"
Washington Square - Drinking Fountain/Cooler,,600 Columbus Ave,,,drinking_water,94133,37.80103021,-122.4106297,publicly_accessible,8:00:00,20:00:00,Daily,"3,5"
Castro Pit Stop - Market and Castro streets (JCDecaux),,Market and Castro streets (JCDecaux),,,restroom,,37.7627732,-122.4348053,publicly_accessible,,,,"1,2,4,5"
Beach Chalet Soccer Fields Maintenance Building,,501 Stanyan St,,,restroom,94121,37.76689068,-122.5076657,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5,6"
Mission Dolores North Restrooms,,646 Dolores St,,,restroom,94114,37.76079354,-122.4276873,publicly_accessible,8:00:00,20:00:00,Daily,"1,5,6"
Lafayette Park - Drinking Fountain/Cooler,,2101 Washington St,,,drinking_water,94109,37.79101427,-122.4273439,publicly_accessible,8:00:00,20:00:00,Daily,"1,2"
Crocker Amazon Fieldhouse,,799 Moscow St,,,restroom,94134,37.7135627,-122.4300062,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3"
Tennis Center,,501 Stanyan St,,,restroom,94122,37.77005238,-122.4595633,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5"
Drinking Fountain/Cooler,,,,,drinking_water,,37.7515012,-122.4288788,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5,6"
Bandstand Public Restrooms,,,,,restroom,94118,37.76980758,-122.4686507,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Shoreview Park - Drinking Fountain/Cooler,,1 Lillian St,,,drinking_water,94124,37.73177922,-122.3812578,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,5,6"
Mission Rec Center - Drinking Fountain/Cooler,,2450 Harrison St,,,drinking_water,94110,37.75812855,-122.413062,publicly_accessible,8:00:00,20:00:00,Daily,"3,5,6"
Conservatory Restrooms,,501 Stanyan St,,,restroom,94122,37.77260711,-122.4607892,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5"
Bottle filler,,,,,drinking_water,,37.73258261,-122.4030141,publicly_accessible,8:00:00,20:00:00,Daily,1
Drinking Fountain/Cooler,,,,,drinking_water,,37.78266867,-122.4159462,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5,6"
Coit Tower,,1 Telegraph Hill Blvd,,,restroom,94133,37.80244445,-122.4058629,publicly_accessible,8:00:00,20:00:00,Daily,"2,3"
China Basin Park Water Fountain #4,,"China Basin st, Mission Bay",,,drinking_water,94158,37.775397,-122.388882,publicly_accessible,,,Daily,"1,2,5,6"
Duboce Park - Drinking Fountain/Cooler,,50 Scott St,,,drinking_water,94117,37.76941332,-122.4334909,publicly_accessible,8:00:00,20:00:00,Daily,5
Mission Creek Pavilion,,290 Channel St,,,restroom,94158,37.77313633,-122.3936845,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,5"
China Basin Park Water Fountain #1,,1 China Basin Park,,,drinking_water,94107,37.776548,-122.389769,publicly_accessible,,,Daily,"1,2,3,4,6"
Minnie and Lovie Path,,,,,drinking_water,,37.71503456,-122.4575473,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,6"
Bernal Heights Path Drinking Fountain,,,,,drinking_water,,37.74198175,-122.4163277,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,6"
Beach Chalet Soccer Fields Restrooms,,501 Stanyan St,,,restroom,94121,37.76726784,-122.5079856,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,6"
Tenderloin Pit Stop - Turk and Hyde streets,,Turk and Hyde streets,,,restroom,,37.7825365,-122.4157402,publicly_accessible,,,,"1,3,6"
Mission Pit Stop - Julian Avenue & 15th Street,,Julian Avenue & 15th Street,,,restroom,,37.7665961,-122.4210799,publicly_accessible,,,,2
Potrero Hill Rec Center,,801 Arkansas St,,,restroom,94107,37.75611926,-122.3969636,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,6"
Drinking fountain,,,,,drinking_water,,37.74160523,-122.5072437,publicly_accessible,8:00:00,20:00:00,Daily,5
Drinking Fountain/Cooler,,,,,drinking_water,,37.77736955,-122.4064621,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5,6"
Joseph L. Alioto Performing Arts Piazza - Drinking Fountain/Cooler,,355 McAllister St,,,drinking_water,94102,37.77916559,-122.4172214,limited_access,8:00:00,20:00:00,Daily,"1,2,3,5"
Lower Great Highway Taraval Restrooms,,,,,restroom,94132,37.74142662,-122.5070798,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,6"
Restrooms,,1215 Quesada Ave,,,restroom,94124,37.73088521,-122.3837328,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Michelangelo Playground - Drinking Fountain/Cooler,,1055 Greenwich St,,,drinking_water,94133,37.80117853,-122.4169936,publicly_accessible,8:00:00,20:00:00,Daily,"1,4"
Restrooms,,2101 Washington St,,,restroom,94109,37.79172382,-122.4281524,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Alice Chalmers Playground - Path Drinking Fountain,,670 Brunswick St,,,drinking_water,94112,37.70959881,-122.4470558,publicly_accessible,8:00:00,20:00:00,Daily,"2,5"
Mountain Lake Park - Drinking Fountain/Cooler,,1 11th Ave,,,drinking_water,94118,37.7869717,-122.4679315,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,5"
Noe Square Restrooms,,3861 24th St,,,restroom,94114,37.75150426,-122.4288788,publicly_accessible,8:00:00,20:00:00,Daily,3
"Pier 45, Shed A",,43 The Embarcadero,,,restroom,94107,37.809195,-122.416145,limited_access,8:00:00,20:00:00,Daily,"1,5,6"
"Heron's Head Park, Eco Center",,32 Jennings Street,,,drinking_water,94124,37.740119,-122.37597,publicly_accessible,,,Daily,"2,3,6"
Chowder Hut,,2890 Taylor St,,,restroom,94133,37.8087256,-122.4155803,publicly_accessible,8:00:00,20:00:00,Daily,4
Kimball Children's Play Area Drinking Fountain,,,,,drinking_water,,37.78370474,-122.4350831,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,5"
GGP 5 Dog Play Area Drinking Fountain,,,,,drinking_water,,37.77074549,-122.4989768,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5"
Golden Gate Park - Section 7 - Drinking Fountain/Cooler,,Golden Gate Park,,,drinking_water,94122,37.76917441,-122.4587834,limited_access,8:00:00,20:00:00,Daily,"1,2,3,4,6"
Mariposa Drinking fountain,,,,,drinking_water,,37.76473973,-122.3913188,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,5"
Guy Place Mini Park - Drinking Fountain/Cooler,,4 Guy Pl,,,drinking_water,94105,37.78659464,-122.3943145,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,5,6"
Ferry Buiding #2,,1 Ferry Building,,,restroom,94111,37.79542,-122.39363,limited_access,7:00:00,22:00:00,Daily,"1,3"
Joseph L. Alioto Performing Arts Piazza - Drinking Fountain/Cooler,,355 McAllister St,,,drinking_water,94102,37.77990307,-122.4173059,limited_access,8:00:00,20:00:00,Daily,"1,2,3,5"
Camp Mather - Spigot,,32560 Mather Road,,,drinking_water,95321,37.88105394,-119.8504428,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,6"
Adam Rodgers Park - Drinking fountain,,1215 Quesada Ave,,,drinking_water,94124,37.73083879,-122.3837773,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,5,6"
Cayuga Clubhouse,,301 Naglee Ave,,,restroom,94112,37.7143407,-122.449839,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,5"
Lake Merced Park - Drinking Fountain/Cooler,,1 Harding Rd,,,drinking_water,94132,37.72594393,-122.4998502,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5"
Mission Creek Maintenance Bldg,,290 Channel St,,,restroom,94158,37.77135493,-122.3987333,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5"
Noe Valley Courts - Drinking Fountain/Cooler,,780 Douglass St,,,drinking_water,94114,37.75145352,-122.4389456,publicly_accessible,8:00:00,20:00:00,Daily,"4,5,6"
Mission Dolores South Restrooms,,646 Dolores St,,,restroom,94114,37.75856333,-122.426419,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,5,6"
Argonne Clubhouse,,455 18th Ave,,,restroom,94121,37.77960155,-122.4777728,publicly_accessible,8:00:00,20:00:00,Daily,2
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,,501 Stanyan St,,,drinking_water,94117,37.77269581,-122.4552027,publicly_accessible,8:00:00,20:00:00,Daily,"4,5,6"
Bayview Pit Stop - Mendell Plaza,,Mendell Plaza,,,restroom,,37.7340389,-122.3908134,publicly_accessible,,,,"3,4,5,6"
Youngblood Coleman Restrooms,,1398 Hudson Ave,,,restroom,94124,37.73921045,-122.3857312,publicly_accessible,8:00:00,20:00:00,Daily,"1,4"
Drinking Fountain,,,,,drinking_water,,37.76807818,-122.4579248,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,,1101 Washington St,,,drinking_water,94108,37.79429085,-122.4116943,publicly_accessible,8:00:00,20:00:00,Daily,
McLaren Mansell Clubhouse,,,,,restroom,94134,37.71914952,-122.4126962,publicly_accessible,8:00:00,20:00:00,Daily,
Restrooms,,1055 Greenwich St,,,restroom,94133,37.80129138,-122.4167843,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Tenderloin Pit Stop - Eddy St. and Larkin St.,,Eddy St. and Larkin St.,,,restroom,,37.783353,-122.41769,publicly_accessible,,,,"1,2,6"
Tenderloin Pit Stop - 474 O'Farrell Street,,474 O'Farrell Street,,,restroom,,37.7858991,-122.4119361,publicly_accessible,,,,"2,3,5,6"
McKinley Square - Drinking Fountain/Cooler,,2311 20th St,,,drinking_water,94107,37.75910877,-122.4044758,publicly_accessible,8:00:00,20:00:00,Daily,"1,4,5"
Restroom,,2680 28th Ave,,,restroom,94132,37.73833758,-122.4837226,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,4,6"
North Restrooms,,,,,restroom,94122,37.76888802,-122.470846,publicly_accessible,8:00:00,20:00:00,Daily,"2,3"
Fulton Playground - Drinking Fountain/Cooler,,855 27th Ave,,,drinking_water,94121,37.77352793,-122.4869876,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4"
Bayview Picnic AreaBottle filling station,,,,,drinking_water,,37.72579634,-122.3933073,publicly_accessible,8:00:00,20:00:00,Daily,"1,5"
Tenderloin Pit Stop - Taylor and Turk streets,,Taylor and Turk streets,,,restroom,,37.7832058,-122.4108252,publicly_accessible,,,,"1,5,6"
Restroom,,55 Sherman St,,,restroom,94103,37.77677036,-122.4060578,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,4,6"
West Portal Clubhouse,,131 Lenox Way,,,restroom,94127,37.74168341,-122.465308,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,5"
Blue Heron Lake Restrooms,,501 Stanyan St,,,restroom,94118,37.77098213,-122.4768771,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,6"
Angelo J. Rossi Playground - Drinking Fountain/Cooler,,600 Arguello Blvd,,,drinking_water,94118,37.77799694,-122.4576944,publicly_accessible,8:00:00,20:00:00,Daily,"2,4"
St. Mary's Square - Drinking Fountain/Cooler,,633 California St,,,drinking_water,94108,37.79172534,-122.4051629,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,4,5,6"
Kezar Pavilion,,501 Stanyan St,,,restroom,94117,37.76745062,-122.4540512,publicly_accessible,8:00:00,20:00:00,Daily,"1,3"
Fulton Clubhouse,,855 27th Ave,,,restroom,94121,37.77355497,-122.4868886,publicly_accessible,8:00:00,20:00:00,Daily,"4,5"
Excelsior Playground - Drinking Fountain/Cooler,,579 Madrid St,,,drinking_water,94112,37.72008421,-122.4338122,limited_access,8:00:00,20:00:00,Daily,"3,4,6"
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,,501 Stanyan St,,,drinking_water,94117,37.76699119,-122.4533295,limited_access,8:00:00,20:00:00,Daily,"4,5,6"
Nursery Restrooms,,501 Stanyan St,,,restroom,94122,37.76823041,-122.4621457,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
Helen Wills Playground - Drinking Fountain/Cooler,,1401 Broadway,,,drinking_water,94109,37.7957183,-122.4204804,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,6"
Camp Mather - Spigot,,32560 Mather Road,,,drinking_water,95321,37.88225252,-119.857539,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,6"
Potrero Rec Path Drinking Fountain,,,,,drinking_water,,37.75633921,-122.3970554,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,6"
Stanyan Kiosk,,501 Stanyan St,,,restroom,94117,37.76990547,-122.4542818,limited_access,8:00:00,20:00:00,Daily,"5,6"
Drinking fountain,,,,,drinking_water,,37.76005677,-122.5096441,publicly_accessible,8:00:00,20:00:00,Daily,5
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,,501 Stanyan St,,,drinking_water,94122,37.76948934,-122.4847777,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,6"
Cabrillo Clubhouse,,851 38th Ave,,,restroom,94121,37.77310559,-122.4984882,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,4,5,6"
Hamilton Rec Center,,1900 Geary Blvd,,,restroom,94115,37.7845326,-122.4351778,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,5,6"
Minnie and Lovie Rec Center - Drinking Fountain/Cooler,,650 Capitol Ave,,,drinking_water,94112,37.71511356,-122.4562423,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,6"
Palega Playground - Drinking Fountain/Cooler,,500 Felton St,,,drinking_water,94134,37.72928423,-122.4097026,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
Restrooms,,,,,restroom,94110,37.7371225,-122.4205868,publicly_accessible,8:00:00,20:00:00,Daily,"2,6"
Administration Building,,1901 Geary Blvd,,,restroom,94115,37.78231553,-122.4356164,limited_access,8:00:00,20:00:00,Daily,3
Mission Clubhouse,,3555 19th St,,,restroom,94110,37.75940475,-122.4224246,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,6"
Mid-Market Pit Stop - U.N. Plaza (JCDecaux),,U.N. Plaza (JCDecaux),,,restroom,,37.7801432,-122.4130822,publicly_accessible,,,,5
Ingleside Branch,,1298 Ocean Ave,,,drinking_water,94112,37.72405709,-122.4562648,limited_access,,,Daily,"2,3,4,5"
West Portal Playground - Drinking Fountain/Cooler,,131 Lenox Way,,,drinking_water,94127,37.74173876,-122.4651801,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,4,5"
Mechanics Plaza at Battery/Market,,456 Market St,,,drinking_water,94104,37.79129,-122.399052,publicly_accessible,,,Daily,"2,4,6"
Chinatown Branch Library,,1135 Powell St,,,drinking_water,94108,37.79523888,-122.4100825,limited_access,,,Daily,"1,3,4,6"
Tenderloin Pit Stop - Eddy St. and Jones St.,,Eddy St. and Jones St.,,,restroom,,37.7841238,-122.4122697,publicly_accessible,,,,"1,2,3"
South Sunset Clubhouse,,2601 40th Ave,,,restroom,94116,37.73806926,-122.4982882,publicly_accessible,8:00:00,20:00:00,Daily,"2,5,6"
Tenderloin Rec Center,,570 Ellis St,,,restroom,94109,37.78474154,-122.4156891,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Civic Center Pit Stop - Grove and Larkin streets (JCDecaux),,Grove and Larkin streets (JCDecaux),,,restroom,,37.7787317,-122.4169278,publicly_accessible,,,,"1,4"
Yacht Harbor and Marina Green - Toilet,,1 Marina Green Dr,,,restroom,94123,37.80665438,-122.4425545,limited_access,8:00:00,20:00:00,Daily,"5,6"
John McLaren Park - Drinking Fountain/Cooler,,100 John F Shelley Dr,,,drinking_water,94134,37.72368991,-122.4230891,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,5,6"
Portsmouth Square - Drinking Fountain/Cooler,,745 Kearny St,,,drinking_water,94108,37.79460922,-122.4055779,publicly_accessible,8:00:00,20:00:00,Daily,
Beach Chalet Soccer Bleacher,,,,,drinking_water,,37.76742129,-122.5083298,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,4,5,6"
McCoppin Square Clubhouse,,2354 24th Ave,,,restroom,94116,37.74355159,-122.4807084,publicly_accessible,8:00:00,20:00:00,Daily,"2,5,6"
Grattan Clubhouse,,1180 Stanyan St,,,restroom,94117,37.76276,-122.4519736,publicly_accessible,8:00:00,20:00:00,Daily,
Drinking Fountain/Cooler,,,,,drinking_water,,37.78537896,-122.4180958,publicly_accessible,8:00:00,20:00:00,Daily,"2,4,5,6"
Camp Mather - Drinking fountain,,32560 Mather Road,,,drinking_water,95321,37.88095713,-119.8529994,publicly_accessible,8:00:00,20:00:00,Daily,"1,4,5,6"
Drinking Fountain/Cooler,,,,,drinking_water,,37.71454851,-122.4058261,limited_access,8:00:00,20:00:00,Daily,"2,4,5,6"
Gilman Clubhouse,,993 Gilman Ave,,,restroom,94124,37.71680106,-122.388355,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,5,6"
Drinking Fountain,,,,,drinking_water,,37.7381107,-122.3840968,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
John McLaren Park - Drinking Fountain/Cooler,,100 John F Shelley Dr,,,drinking_water,94134,37.72325489,-122.4208656,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3,5,6"
Mountain Lake Restrooms,,1 11th Ave,,,restroom,94118,37.78702294,-122.4717816,publicly_accessible,8:00:00,20:00:00,Daily,"1,6"
Jerry Garcia Parking Bottle filling station,,,,,drinking_water,,37.72092385,-122.4169242,publicly_accessible,8:00:00,20:00:00,Daily,"2,5,6"
Mendell Plaza,,1425 Mendell St,,,drinking_water,94124,37.734648,-122.390524,publicly_accessible,,,Daily,"2,5"
James Rolph Jr Clubhouse,,1451 Hampshire St,,,restroom,94110,37.75003212,-122.4066009,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,6"
Mission Dolores Park - Drinking Fountain/Cooler,,646 Dolores St,,,drinking_water,94114,37.75945608,-122.4271037,publicly_accessible,8:00:00,20:00:00,Daily,"4,5,6"
Drinking Fountain,,,,,drinking_water,,37.71242807,-122.4894036,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,6"
Southeast Community Center Restroom,,1550 Evans Ave,,,restroom,94124,37.7428,-122.387319,limited_access,7:00:00,19:00:00,Weekdays,"1,5,6"
Harvey Milk Recreational Arts Bldg,,50 Scott St,,,restroom,94117,37.76957924,-122.4345775,publicly_accessible,8:00:00,20:00:00,Daily,"1,2,3"
Kezar Turf Drinking fountain,,,,,drinking_water,,37.76750663,-122.4556696,publicly_accessible,8:00:00,20:00:00,Daily,"4,5"
Duboce Park - Drinking Fountain/Cooler,,50 Scott St,,,drinking_water,94117,37.76940617,-122.4335697,limited_access,8:00:00,20:00:00,Daily,5
Mission Dolores Park - Drinking Fountain/Cooler,,646 Dolores St,,,drinking_water,94114,37.7594717,-122.4271058,publicly_accessible,8:00:00,20:00:00,Daily,"4,5,6"
Glen Park Branch Library,,2825 Diamond St,,,drinking_water,94131,37.7339802,-122.4338332,limited_access,,,Daily,"1,2,3,5,6"
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,,501 Stanyan St,,,drinking_water,94121,37.76735541,-122.5080082,publicly_accessible,8:00:00,20:00:00,Daily,"2,3,4,6"
Dual Fountain,,,,,drinking_water,,37.77239136,-122.4476662,publicly_accessible,8:00:00,20:00:00,Daily,"1,5"
Collis P. Huntington Park - Drinking Fountain/Cooler,,1000 Taylor St,,,drinking_water,94108,37.79207827,-122.4123823,publicly_accessible,8:00:00,20:00:00,Daily,"3,4,5"
Marina Green East Restroom,,1 Marina Green Dr,,,restroom,94123,37.80648339,-122.434534,publicly_accessible,8:00:00,20:00:00,Daily,"1,3,5,6"
Pine Lake Park Clubhouse,,200 Crestlake Dr,,,restroom,94132,37.73599379,-122.4872071,publicly_accessible,8:00:00,20:00:00,Daily,"1,4,5,6"
SoMa Pit Stop - Victoria Manalo Draves Park (Rec Park),,Victoria Manalo Draves Park (Rec Park),,,restroom,,37.7767602,-122.4060242,limited_access,,,,6
